luogo_di_residenza,n_clienti,lat,lon,n_polizze_casa,penetrazione_casa,n_polizze_salute,penetrazione_salute,NDVI_mean,protection_gap_casa,protection_gap_salute,valore_immobiliare_medio,pg_casa_norm,pg_salute_norm,aff_norm,ndvi_norm,potential_score_casa,potential_score_salute
aria di lupi,1,40.78311194273419,10.030251499912568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,166001.54216898227,1.0,1.0,0.09793092724884248,0.0,0.0,0.0
ariano irpino,1,40.29326580848306,10.893485751309475,1.0,1.0,0.0,0.0,0.0,0.0,1.0,414998.9012990998,0.0,1.0,0.46768524483468477,0.0,0.0,0.0
arigna,1,40.52999582506514,13.448203427904511,0.0,0.0,0.0,0.0,0.0,1.0,1.0,216702.3664237625,1.0,1.0,0.1732202746493887,0.0,0.0,0.0
arignano,1,43.78251871099599,11.771748486937744,1.0,1.0,1.0,1.0,0.8429722330967465,0.0,0.0,304302.9264144433,0.0,0.0,0.3033047277241121,0.9287482658162673,0.0,0.0
arixi,2,42.79209126569319,12.527235324799388,2.0,1.0,2.0,1.0,0.6003354353258924,0.0,0.0,357079.200133931,0.0,0.0,0.3816760612275944,0.6614221353634862,0.0,0.0
arlena di castro,1,43.75081846151747,13.649018244404624,0.0,0.0,0.0,0.0,0.0,1.0,1.0,195090.7064375032,1.0,1.0,0.1411275463649062,0.0,0.0,0.0
arlesega,2,43.15951650544669,11.871261364195318,1.0,0.5,1.0,0.5,0.4137336694097261,0.5,0.5,255891.09139086405,0.5,0.5,0.23141446718175931,0.45583284109191263,0.38955006057374286,0.38955006057374286
arnad,1,43.17037925283654,12.509315740362712,1.0,1.0,1.0,1.0,0.3872866289571696,0.0,0.0,274288.3529676232,0.0,0.0,0.2587339011047837,0.42669470107744134,0.0,0.0
arnara,2,41.795301139385415,12.81533508825224,0.0,0.0,0.0,0.0,0.7509481344481025,1.0,1.0,217190.10859868638,1.0,1.0,0.17394455853608073,0.8273603212581643,0.5697209529226835,0.5697209529226835
arnone,1,42.352809067793565,11.923891559544495,1.0,1.0,0.0,0.0,0.6463601773919407,0.0,1.0,279836.2640786642,0.0,1.0,0.26697239846899834,0.7121300919250608,0.0,0.628712038892136
arola,1,42.78865476855192,10.773741371825931,1.0,1.0,0.0,0.0,0.6818829424033167,0.0,1.0,255422.0556315356,0.0,1.0,0.23071796181431395,0.7512674503171821,0.0,0.6082517071344778
arosio,2,41.17251388428514,12.49469557494169,0.0,0.0,1.0,0.5,0.0,1.0,0.5,219003.4445588098,1.0,0.5,0.17663731320155865,0.0,0.0,0.0
arsiero,1,43.54175505744922,10.265963180699066,1.0,1.0,0.0,0.0,0.0,0.0,1.0,294950.1504962654,0.0,1.0,0.28941610943016455,0.0,0.0,0.0
arsita,1,43.57880744409673,10.131674347055815,0.0,0.0,0.0,0.0,0.0,1.0,1.0,250224.631863076,1.0,1.0,0.22299992863747628,0.0,0.0,0.0
arta terme,1,42.4461263784591,10.957859118137868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,262481.100298721,1.0,1.0,0.2412004514794319,0.0,0.0,0.0
artogne,1,40.1316550746447,12.43182873524018,1.0,1.0,0.0,0.0,0.0,0.0,1.0,273847.6971852858,0.0,1.0,0.2580795392326031,0.0,0.0,0.0
arzercavalli,1,42.59088021768245,10.117197772413672,1.0,1.0,0.0,0.0,0.0033904667842502,0.0,1.0,293597.5494421289,0.0,1.0,0.28740753359030285,0.0037354612910703512,0.0,0.2249149337602789
arzergrande,1,41.190193805275285,12.260087971436064,0.0,0.0,1.0,1.0,0.0,1.0,0.0,529586.5098065367,1.0,0.0,0.6378447322102929,0.0,0.0,0.0
ascea,1,40.41697279553911,12.715456356342054,0.0,0.0,0.0,0.0,0.0,1.0,1.0,104644.78103487108,1.0,1.0,0.006817802910180712,0.0,0.0,0.0
ascensione,1,42.35933757775902,10.802465484498612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,537607.3353212181,1.0,1.0,0.6497554403198771,0.0,0.0,0.0
asiago,1,40.1819461658891,13.382505200460075,1.0,1.0,1.0,1.0,0.0,0.0,0.0,262731.30694852106,0.0,0.0,0.2415720015608282,0.0,0.0,0.0
asigliano vercellese,1,42.11860231342403,10.967409163601808,0.0,0.0,0.0,0.0,0.0,1.0,1.0,444295.75586249714,1.0,1.0,0.5111902783994781,0.0,0.0,0.0
asola,1,42.73683868235348,10.862173140418182,0.0,0.0,1.0,1.0,0.0,1.0,0.0,265488.0478161457,1.0,0.0,0.24566568689881965,0.0,0.0,0.0
assemini,1,42.1765040078524,12.962038084873274,1.0,1.0,1.0,1.0,0.8083537762790516,0.0,0.0,186290.01836241133,0.0,0.0,0.12805876352777187,0.8906072328470598,0.0,0.0
assisi santuario,1,40.37767559064192,13.326073332448894,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101933.87289666988,1.0,1.0,0.002792177930942742,0.0,0.0,0.0
asso,1,41.573654305401696,12.935745818933135,1.0,1.0,1.0,1.0,0.4804252288940984,0.0,0.0,216027.3552880537,0.0,0.0,0.1722179014406173,0.5293105522000844,0.0,0.0
asta nell'emilia,1,40.8315434876775,12.1791184614804,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100674.92796450506,0.0,0.0,0.0009226788892781839,0.0,0.0,0.0
astfeld-nordheim,1,42.03894204001575,11.689783160123516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,455405.2994941857,0.0,0.0,0.5276876490486124,0.0,0.0,0.0
astrio,2,42.76599855512491,11.90026389250627,2.0,1.0,1.0,0.5,0.8480087610966005,0.0,0.5,192902.26345089113,0.0,0.5,0.13787776794991743,0.9342972820969289,0.0,0.384973018692683
atella,1,41.62898566904829,10.104231543942372,0.0,0.0,0.0,0.0,0.0,1.0,1.0,133843.4632904163,1.0,1.0,0.05017705326336684,0.0,0.0,0.0
atena lucana,1,43.28278464306712,11.909401592489605,1.0,1.0,0.0,0.0,0.4629767688910064,0.0,1.0,290867.8141920771,0.0,1.0,0.28335395086115633,0.5100866367105972,0.0,0.5987252457791544
atina,1,40.00053877201794,12.04451655694892,1.0,1.0,1.0,1.0,0.0,0.0,0.0,290771.07716393867,0.0,0.0,0.2832102990009536,0.0,0.0,0.0
attimis,1,41.06824376095744,11.760576826151748,0.0,0.0,0.0,0.0,0.0,1.0,1.0,191684.65509931144,1.0,1.0,0.13606965260805992,0.0,0.0,0.0
atzwang,1,42.94432857734834,10.608591547678069,1.0,1.0,1.0,1.0,0.0,0.0,0.0,345922.1527134826,0.0,0.0,0.3651081487419644,0.0,0.0,0.0
augusta,1,40.62037708344284,10.060866118763908,0.0,0.0,0.0,0.0,0.0,1.0,1.0,174664.597112799,1.0,1.0,0.11079532862301822,0.0,0.0,0.0
aurano,1,41.63216184641127,10.765109484149589,0.0,0.0,1.0,1.0,0.0,1.0,0.0,131312.43918617273,1.0,0.0,0.04641855119038363,0.0,0.0,0.0
aurelia,1,42.05541785682707,12.035562222364224,0.0,0.0,0.0,0.0,0.553770271417878,1.0,1.0,289410.408698186,1.0,1.0,0.28118974327388646,0.6101187667244682,0.6191312417176803,0.6191312417176803
aurelia di civitavecchia,3,42.610613331593974,10.579765939069269,1.0,0.3333333333333333,2.0,0.6666666666666666,0.0,0.6666666666666667,0.33333333333333337,397174.47575685516,0.6666666666666667,0.33333333333333337,0.4412164568693945,0.0,0.0,0.0
aurigo,2,41.29367429675986,12.791653965022379,2.0,1.0,2.0,1.0,0.0,0.0,0.0,363586.1508144276,0.0,0.0,0.3913387063128158,0.0,0.0,0.0
aurisina,1,42.44378610281061,13.28117184243671,1.0,1.0,0.0,0.0,0.5441827371777146,0.0,1.0,189387.7614941781,0.0,1.0,0.13265882796919473,0.599555659839803,0.0,0.4924779022314545
avaglio,1,43.31967212394783,13.57062478134192,1.0,1.0,0.0,0.0,0.4555575923232626,0.0,1.0,180715.7910797341,0.0,1.0,0.11978118736320846,0.5019125271722988,0.0,0.46093765837292705
avena,1,40.68671714339322,11.089229306077476,1.0,1.0,0.0,0.0,0.0,0.0,1.0,267042.67742583266,0.0,1.0,0.24797426965823824,0.0,0.0,0.0
averara,1,42.56930210362091,10.259414377931874,0.0,0.0,0.0,0.0,0.0,1.0,1.0,248492.5211366877,1.0,1.0,0.22042779123868503,0.0,0.0,0.0
avigliano,1,43.54612268282067,12.249130011070092,0.0,0.0,0.0,0.0,0.7840858636640974,1.0,1.0,105778.03698043464,1.0,1.0,0.008500657219422543,0.8638699562545428,0.23234077051363158,0.23234077051363158
avio,1,40.71742404115697,12.820556582282254,1.0,1.0,1.0,1.0,0.0,0.0,0.0,252596.30017265712,0.0,0.0,0.2265217916821798,0.0,0.0,0.0
avise,1,41.09168691013095,10.678644325026877,0.0,0.0,0.0,0.0,0.0,1.0,1.0,288037.0482120159,1.0,1.0,0.2791503402411104,0.0,0.0,0.0
avoscan,1,40.57884254454608,13.24492223360543,0.0,0.0,0.0,0.0,0.0,1.0,1.0,321471.183842757,1.0,1.0,0.3287991238563495,0.0,0.0,0.0
ayas,1,40.37469907131237,11.470863212237736,0.0,0.0,0.0,0.0,0.0,1.0,1.0,151758.75086068545,1.0,1.0,0.07678076887320746,0.0,0.0,0.0
aymavilles,1,42.178752373735904,11.965655018491526,0.0,0.0,0.0,0.0,0.752411093010647,1.0,1.0,413810.72774211527,1.0,1.0,0.4659208393635939,0.8289721421160505,0.7659521295213396,0.7659521295213396
azeglio,2,43.49861183387635,10.889139985344851,1.0,0.5,0.0,0.0,0.7764711179974494,0.5,1.0,310375.43881805544,0.5,1.0,0.31232224376393414,0.8554803776244724,0.48340138176381187,0.6836327901602768
azzago,1,42.62652429483151,10.961595651574028,0.0,0.0,0.0,0.0,0.0,1.0,1.0,143536.91143662066,1.0,1.0,0.0645715605660751,0.0,0.0,0.0
azzate,1,43.252728589137845,13.818550608025872,0.0,0.0,0.0,0.0,0.0,1.0,1.0,203667.36743123084,1.0,1.0,0.1538636550689495,0.0,0.0,0.0
azzio,1,41.49819297351833,13.190929053392855,0.0,0.0,0.0,0.0,0.4450610058511122,1.0,1.0,105391.6614023362,1.0,1.0,0.007926899976732404,0.49034786810021136,0.20315703776593255,0.20315703776593255
azzone,1,40.26660816224276,12.073632087780815,1.0,1.0,1.0,1.0,0.0,0.0,0.0,224396.4060505562,0.0,0.0,0.1846457145882793,0.0,0.0,0.0
baccaiano,1,42.13821817902416,12.70051954337768,1.0,1.0,1.0,1.0,0.5534782818838668,0.0,0.0,465585.59635450254,0.0,0.0,0.5428051134729668,0.6097970660056282,0.0,0.0
bacchereto,1,41.60698082169991,10.283631689327366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,342633.14664068306,1.0,0.0,0.3602240640262378,0.0,0.0,0.0
bacedasco sotto,2,42.736227707492375,11.513436631139555,1.0,0.5,0.0,0.0,0.7673521270910837,0.5,1.0,274242.14532093203,0.5,1.0,0.25866528400406735,0.8454334903632291,0.45574544340297973,0.6445213870502337
badalucco,1,42.913883782234365,10.000211307729188,1.0,1.0,0.0,0.0,0.0,0.0,1.0,394563.533742963,0.0,1.0,0.43733927887049684,0.0,0.0,0.0
badetto,1,42.84056753025011,13.046725423921274,1.0,1.0,0.0,0.0,0.7070854516728797,0.0,1.0,180713.4741172438,0.0,1.0,0.11977774673682003,0.7790344227740776,0.0,0.5032968024766955
badia petroia,1,42.18499040052341,10.357892491241548,0.0,0.0,1.0,1.0,0.0,1.0,0.0,111246.73251156857,1.0,0.0,0.016621521598319443,0.0,0.0,0.0
badia polesine,1,40.986469690762696,12.673442808469575,1.0,1.0,2.0,2.0,0.0,0.0,0.0,557612.2438540298,0.0,0.0,0.6794621863221574,0.0,0.0,0.0
badia tedalda,1,41.9334172122356,11.326761006693545,1.0,1.0,1.0,1.0,0.0,0.0,0.0,388813.0896106255,0.0,0.0,0.4288000254687897,0.0,0.0,0.0
badualga,1,43.621527905677056,10.365146707144534,1.0,1.0,0.0,0.0,0.3793955627712109,0.0,1.0,255489.3909300894,0.0,1.0,0.23081795290439291,0.41800068513254196,0.0,0.5410236801481878
bafia,1,42.0183078715712,13.665873394664226,0.0,0.0,0.0,0.0,0.5315548181224482,1.0,1.0,137915.47518513218,1.0,1.0,0.056223880364634646,0.5856427959719597,0.37888098152472255,0.37888098152472255
bagnacavallo,1,43.73021951367725,10.474575062966322,0.0,0.0,0.0,0.0,0.5251502560018558,1.0,1.0,268716.4100185115,1.0,1.0,0.25045971711354137,0.5785865422434575,0.5916910924547486,0.5916910924547486
bagnara di romagna,1,41.99213837795055,12.138506959832585,1.0,1.0,0.0,0.0,0.4437928429227243,0.0,1.0,196741.8111176798,0.0,1.0,0.1435793919845317,0.48895066416600114,0.0,0.4841507857726446
bagnaria arsa,1,41.886505460781045,10.90992641477416,0.0,0.0,1.0,1.0,0.0,1.0,0.0,254632.39001096503,1.0,0.0,0.2295453298085966,0.0,0.0,0.0
bagnasco,1,43.92531316455377,12.07326046081009,0.0,0.0,0.0,0.0,0.8315092339996559,1.0,1.0,205637.6236598148,1.0,1.0,0.15678943207242615,0.9161188574983133,0.5636187087763559,0.5636187087763559
bagni di contursi,1,40.95334884251199,13.175820338862362,0.0,0.0,0.0,0.0,0.0,1.0,1.0,160859.73520023946,1.0,1.0,0.09029548350948892,0.0,0.0,0.0
bagni di lucca ponte,1,41.09622088274882,12.216712010063173,0.0,0.0,0.0,0.0,0.0,1.0,1.0,251706.2911676186,1.0,1.0,0.2252001524750294,0.0,0.0,0.0
bagni di lucca villa,1,40.36500227712898,11.74579359529245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,407416.5162624809,0.0,0.0,0.4564256089305825,0.0,0.0,0.0
bagni di san filippo,1,42.65088969347271,12.688420268055058,1.0,1.0,0.0,0.0,0.7668480445299816,0.0,1.0,280262.3285184496,0.0,1.0,0.26760509259367027,0.8448781152440132,0.0,0.6510391782402594
bagni di stigliano,1,43.7669028464757,12.674290586891656,0.0,0.0,0.0,0.0,0.5157279506713236,1.0,1.0,440698.53059924487,1.0,1.0,0.5058484965546299,0.568205477017174,0.7279595069827752,0.7279595069827752
bagni di tivol,1,41.12236086389748,12.227193537492688,0.0,0.0,1.0,1.0,0.0,1.0,0.0,184175.88490827644,1.0,0.0,0.12491933275087537,0.0,0.0,0.0
bagni nuovi,1,42.79228218561361,12.552559610065078,0.0,0.0,1.0,1.0,0.8029888202268443,1.0,0.0,196812.29139909227,1.0,0.0,0.14368405328876388,0.8846963695540144,0.5452321046395733,0.0
bagno vignoni,2,41.16397234427641,11.825910764796086,1.0,0.5,0.0,0.0,0.0,0.5,1.0,184580.59503770695,0.5,1.0,0.12552031630447788,0.0,0.0,0.0
bagnolo cremasco,1,41.99434514956485,10.762703787019166,0.0,0.0,1.0,1.0,0.0,1.0,0.0,148813.29674732807,1.0,0.0,0.07240684948920409,0.0,0.0,0.0
bagnolo del salento,3,42.3807730798804,11.96802512725297,1.0,0.3333333333333333,0.0,0.0,0.508594118865772,0.6666666666666667,1.0,266308.90579823236,0.6666666666666667,1.0,0.24688463871446015,0.5603457472919239,0.47796248138826813,0.5853820977978793
bagnolo in piano,1,40.73425163247963,11.139554555612245,0.0,0.0,0.0,0.0,0.0,1.0,1.0,127817.60547080236,1.0,1.0,0.04122881801402696,0.0,0.0,0.0
bagnolo mella,1,42.41285224839802,10.31886029274914,0.0,0.0,1.0,1.0,0.0,1.0,0.0,404700.04971652105,1.0,0.0,0.45239172986674364,0.0,0.0,0.0
bagnore,3,41.34287859284617,11.089645549779489,2.0,0.6666666666666666,2.0,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,204408.8597481074,0.33333333333333337,0.33333333333333337,0.15496475102667234,0.0,0.0,0.0
bagnoregio,1,42.464394248597415,10.756068269338217,0.0,0.0,1.0,1.0,0.0,1.0,0.0,106851.4867793434,1.0,0.0,0.010094701024725525,0.0,0.0,0.0
baia del re,1,43.929037631482814,12.742706545334777,0.0,0.0,1.0,1.0,0.4712157943025589,1.0,0.0,155621.34944295342,1.0,0.0,0.08251662289143502,0.5191640182215933,0.41497635404835587,0.0
baia domizia,1,41.68542800910828,12.950329206355566,0.0,0.0,0.0,0.0,0.7712859971229354,1.0,1.0,157387.01035886287,1.0,1.0,0.08513858141071766,0.8497676485081624,0.4622723966629358,0.4622723966629358
baia e latina,1,43.4377383313342,11.02501969555629,0.0,0.0,0.0,0.0,0.6696063070380082,1.0,1.0,209502.9596124472,1.0,1.0,0.16252935101132038,0.7377416147582778,0.545582456317955,0.545582456317955
baio dora,1,41.56942384192624,10.964118929343703,1.0,1.0,1.0,1.0,0.0,0.0,0.0,567012.2941017257,0.0,0.0,0.6934210057118568,0.0,0.0,0.0
ballo',1,40.15591728264452,12.667389565222631,0.0,0.0,0.0,0.0,0.0,1.0,1.0,535123.8766540539,1.0,1.0,0.6460675716294703,0.0,0.0,0.0
balma,2,42.69134117639986,12.596997555966542,1.0,0.5,0.0,0.0,0.7695118600146831,0.5,1.0,200707.73534887086,0.5,1.0,0.1494686817859344,0.8478129853556686,0.38682102935965074,0.5470475459315393
balma biellese,1,40.42193370984414,12.34235073549045,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207811.88676615764,0.0,0.0,0.16001815375022416,0.0,0.0,0.0
balmuccia,1,43.86927668892236,13.245630010802625,0.0,0.0,1.0,1.0,0.0,1.0,0.0,156439.058922115,1.0,0.0,0.08373089926571921,0.0,0.0,0.0
balvano,1,42.28747875748693,13.577211573274592,0.0,0.0,0.0,0.0,0.6477432488552353,1.0,1.0,205525.7288904131,1.0,1.0,0.15662327137800716,0.7136538968294239,0.5359871965362287,0.5359871965362287
balzola,1,41.12930540292777,11.925741383830422,1.0,1.0,0.0,0.0,0.0,0.0,1.0,271418.271400022,0.0,1.0,0.2544719079047292,0.0,0.0,0.0
bancali,2,42.62218477757904,12.12559524609695,0.0,0.0,1.0,0.5,0.6916388640012501,1.0,0.5,252777.84161096165,1.0,0.5,0.22679137578888822,0.7620160786939845,0.6068492055208045,0.42910718838142975
banchette,1,42.74341796960597,10.071513936139272,1.0,1.0,1.0,1.0,0.0,0.0,0.0,220984.50706814468,0.0,0.0,0.17957913723854063,0.0,0.0,0.0
banco,2,41.575268925593846,12.882096469355195,1.0,0.5,0.0,0.0,0.4886826604142842,0.5,1.0,258854.1887907732,0.5,1.0,0.23581458636724537,0.5384082127200472,0.40502192814860566,0.5727875038462593
banzano,1,42.192863642619685,12.158014361800024,1.0,1.0,1.0,1.0,0.6561568045318209,0.0,0.0,256999.84847601524,0.0,0.0,0.23306094134847652,0.7229235678069267,0.0,0.0
banzano di montoro superiore,1,41.94137958853767,13.32070897199835,0.0,0.0,1.0,1.0,0.8644915924727788,1.0,0.0,524218.3278065097,1.0,0.0,0.6298731276959681,0.952457312113731,0.8620749550548048,0.0
banzi,1,40.63296296726105,12.781417002927478,1.0,1.0,0.0,0.0,0.0,0.0,1.0,150648.39322743414,0.0,1.0,0.0751319179360193,0.0,0.0,0.0
baraccone,1,43.12330333364371,13.075652840365048,1.0,1.0,0.0,0.0,0.5501505275148597,0.0,1.0,123764.42994669692,0.0,1.0,0.03520996241167462,0.606130698386467,0.0,0.33152243564988065
baragazza,1,40.45242302600688,13.313094259263954,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132267.36300962133,1.0,1.0,0.0478365871403199,0.0,0.0,0.0
baraggia,1,42.714068277937656,10.793640404774251,1.0,1.0,0.0,0.0,0.0,0.0,1.0,110992.54810258308,0.0,1.0,0.016244064652536035,0.0,0.0,0.0
barano d'ischia,1,42.10040959256898,11.474482609993157,0.0,0.0,1.0,1.0,0.0,1.0,0.0,570123.8201076788,1.0,0.0,0.6980415373472167,0.0,0.0,0.0
barbalaconi,2,43.235538315606405,11.169417498329604,2.0,1.0,1.0,0.5,0.6675233997975477,0.0,0.5,561929.9811376245,0.0,0.5,0.6858739089540277,0.7354467627910579,0.0,0.5938387522314335
barbarano del capo,1,42.78836455304303,12.347281780294256,1.0,1.0,0.0,0.0,0.6135503938345133,0.0,1.0,149714.14349569753,0.0,1.0,0.07374458245093687,0.6759817724616478,0.0,0.4229665602474955
barbeano,1,40.34671424460332,13.449006513209948,1.0,1.0,1.0,1.0,0.0,0.0,0.0,493136.7884301657,0.0,0.0,0.5837178856413247,0.0,0.0,0.0
barbianello,1,43.06679129533393,13.24776900520722,0.0,0.0,1.0,1.0,0.8509535682828706,1.0,0.0,103140.70519001177,1.0,0.0,0.004584291118906312,0.9375417360184589,0.19623649520427092,0.0
barbisano,1,40.574750500736855,12.839732293736985,1.0,1.0,1.0,1.0,0.0,0.0,0.0,128766.86017608552,0.0,0.0,0.042638435477414235,0.0,0.0,0.0
barcarola,1,40.56369689989905,13.20878792301616,1.0,1.0,1.0,1.0,0.0,0.0,0.0,564753.4785488953,0.0,0.0,0.6900667259467745,0.0,0.0,0.0
barcellona pozzo di gotto,2,42.24006864142495,12.140949470177416,1.0,0.5,1.0,0.5,0.6778187662856547,0.5,0.5,244126.85245934635,0.5,0.5,0.21394489178852383,0.7467897268844849,0.419967077098953,0.419967077098953
barchi di asola,1,41.38353222781183,12.483662071069908,1.0,1.0,0.0,0.0,0.0,0.0,1.0,231619.86087647232,0.0,1.0,0.19537234887508334,0.0,0.0,0.0
barco,1,40.23699380959891,13.830417484464684,1.0,1.0,0.0,0.0,0.0,0.0,1.0,219466.66591306723,0.0,1.0,0.17732518433534503,0.0,0.0,0.0
bardi,1,40.32952418246337,12.721997208298852,1.0,1.0,0.0,0.0,0.0,0.0,1.0,258099.76093295164,0.0,1.0,0.2346942814824422,0.0,0.0,0.0
bardineto,1,42.90958917538381,11.482842628151136,0.0,0.0,0.0,0.0,0.6633978959240652,1.0,1.0,250762.4899173616,1.0,1.0,0.22379863324428498,0.7309014712408967,0.599416917784823,0.599416917784823
bardino vecchio,1,40.63796905016543,10.641850457084908,0.0,0.0,0.0,0.0,0.0,1.0,1.0,382919.0662702002,1.0,1.0,0.42004756084150363,0.0,0.0,0.0
baressa,1,41.42248799703026,13.164016296261629,0.0,0.0,0.0,0.0,0.3829974301992788,1.0,1.0,253389.3873569029,1.0,1.0,0.2276995046170533,0.42196905798775347,0.5398396097951454,0.5398396097951454
barete,1,42.12457853025865,10.585503754672628,1.0,1.0,1.0,1.0,0.0,0.0,0.0,248118.2345972716,0.0,0.0,0.2198719858901992,0.0,0.0,0.0
barge,2,43.04721173257476,13.055529427205,3.0,1.5,2.0,1.0,0.5724502282288289,0.0,0.0,265875.9080856999,0.0,0.0,0.24624164886800956,0.6306994890929383,0.0,0.0
bari,386,41.23137937907846,16.407257976890044,184.0,0.47668393782383417,166.0,0.43005181347150256,0.3750985963460511,0.5233160621761659,0.5699481865284974,325353.20970513066,0.5233160621761659,0.5699481865284974,0.3345638268580487,0.4132664839821941,0.43648745312671505,0.45551996881678236
bariano,1,41.34844509518527,17.361233286828277,1.0,1.0,1.0,1.0,0.0,0.0,0.0,271587.26132736006,0.0,0.0,0.2547228533584483,0.0,0.0,0.0
barigazzo,1,41.06013997663516,16.989713194589285,1.0,1.0,1.0,1.0,0.369206682322558,0.0,0.0,318383.1380479485,0.0,0.0,0.32421345969700965,0.4067750424888541,0.0,0.0
barni,1,41.72737476924812,10.215730331363485,1.0,1.0,1.0,1.0,0.0,0.0,0.0,336546.83404019004,0.0,0.0,0.35118605506874756,0.0,0.0,0.0
barolo,1,41.87995307263175,13.560564549584058,1.0,1.0,1.0,1.0,0.879801481232675,0.0,0.0,178455.87372888456,0.0,0.0,0.11642527145798348,0.9693250475827374,0.0,0.0
baruchella,1,41.592597974091625,12.31987128081257,1.0,1.0,0.0,0.0,0.0,0.0,1.0,405911.6816491286,0.0,1.0,0.45419097038869793,0.0,0.0,0.0
barza,1,40.04461834924732,10.969302920985283,0.0,0.0,0.0,0.0,0.0,1.0,1.0,299302.1576401802,1.0,1.0,0.2958787218741224,0.0,0.0,0.0
basati,1,40.70854181917201,11.454510995084627,0.0,0.0,0.0,0.0,0.0,1.0,1.0,187911.43338331327,1.0,1.0,0.1304665208095017,0.0,0.0,0.0
basella,1,42.71662161095852,10.38065560032086,0.0,0.0,1.0,1.0,0.237509099443765,1.0,0.0,136285.14184645496,1.0,0.0,0.053802879623156795,0.2616766668738706,0.3182692318874285,0.0
basiliano,2,41.55578568277596,12.049704632550277,2.0,1.0,0.0,0.0,0.0,0.0,1.0,412558.3570785802,0.0,1.0,0.46406110293234143,0.0,0.0,0.0
bassano in teverina,1,41.902384767288034,11.63099242001093,0.0,0.0,1.0,1.0,0.0,1.0,0.0,104445.7021998412,1.0,0.0,0.00652217624550676,0.0,0.0,0.0
bassignana,1,43.56970471014416,12.574961833508986,0.0,0.0,0.0,0.0,0.7758262160110746,1.0,1.0,381060.6899783835,1.0,1.0,0.4172879225063865,0.8547698541007416,0.7455908745961692,0.7455908745961692
baveno,1,43.49430122303894,13.05119621150322,1.0,1.0,0.0,0.0,0.7292968860287744,0.0,1.0,306458.55225697946,0.0,1.0,0.30650577357119213,0.8035059656427519,0.0,0.6713197420016874
bazzano,1,42.60074866578261,13.929930322404992,1.0,1.0,1.0,1.0,0.473856083442792,0.0,0.0,269064.70706383657,0.0,0.0,0.2509769287689631,0.5220729680825357,0.0,0.0
bazzano inferiore,1,42.3975168890444,13.748579867260489,1.0,1.0,0.0,0.0,0.5183547326668223,0.0,1.0,222343.4572371084,0.0,1.0,0.18159714134153102,0.5710995453235933,0.0,0.5358892747417218
becchi,1,43.56002909877623,12.141590109701909,1.0,1.0,1.0,1.0,0.4887919509866552,0.0,0.0,263342.8397028872,0.0,0.0,0.24248011109685702,0.538528624075931,0.0,0.0
bedero valcuvia,1,42.0673938252317,13.556907566339948,0.0,0.0,0.0,0.0,0.4700881304274163,1.0,1.0,222478.7464823692,1.0,1.0,0.18179804219739898,0.5179216097206456,0.5256898199802621,0.5256898199802621
bedizzole,1,43.95059825494423,10.16043676564993,1.0,1.0,0.0,0.0,0.0,0.0,1.0,214931.16530250505,0.0,1.0,0.17059008907559073,0.0,0.0,0.0
bedonia,1,42.88924467329483,10.761827988120183,1.0,1.0,1.0,1.0,0.0,0.0,0.0,471299.3728146683,0.0,0.0,0.5512899163770916,0.0,0.0,0.0
beduzzo,1,42.77545336931358,11.957290989900486,0.0,0.0,0.0,0.0,0.7990872117078799,1.0,1.0,299480.1230551718,1.0,1.0,0.2961429956833065,0.8803977556689871,0.6766844940696316,0.6766844940696316
beffi,1,42.45366078374316,11.672972145162475,1.0,1.0,1.0,1.0,0.4530832715455048,0.0,0.0,406292.7138726814,0.0,0.0,0.45475679289496934,0.49918643366507426,0.0,0.0
bella,2,43.70202264579004,10.921715305824168,1.0,0.5,1.0,0.5,0.4957351436916966,0.5,0.5,380202.5674702645,0.5,0.5,0.4160136338813864,0.5461783163562405,0.4815974316782451,0.4815974316782451
bellaguarda,1,41.54623149492597,10.818614118585309,2.0,2.0,1.0,1.0,0.0,0.0,0.0,234692.4914669449,0.0,0.0,0.1999351218745346,0.0,0.0,0.0
