codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
12056,Retention (anti-churn),10315.540138046106,10315.540138046106,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.93,27545,75.9,100.0,66.4,1,1.7,1,10316
10343,Retention (anti-churn),10292.477380341767,10292.477380341767,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.36,0.17,28953,84.4,62.2,87.6,0,18.1,1,10292
14971,Retention (anti-churn),10291.327409313222,10291.327409313222,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.39,0.9,26431,82.0,96.2,70.2,1,2.4,1,10291
18179,Retention (anti-churn),10278.572573674704,10278.572573674704,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.67,0.52,15247,87.0,80.1,75.9,0,2.3,0,10279
17971,Retention (anti-churn),10242.187422888761,10242.187422888761,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.5,0.68,20660,68.5,83.0,83.0,0,0.8,0,10242
11820,Retention (anti-churn),10238.01108014738,10238.01108014738,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.5,0.65,20357,91.3,76.6,88.0,0,1.8,0,10238
16239,Retention (anti-churn),10237.46123722364,10237.46123722364,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.91,39381,81.9,100.0,83.6,0,3.0,1,10237
14321,Retention (anti-churn),10225.55973192808,10225.55973192808,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.81,0.83,12618,71.8,98.3,67.5,0,1.8,0,10226
10335,Retention (anti-churn),10211.129419797546,10211.129419797546,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.66,0.77,15427,85.2,99.3,83.8,0,3.0,0,10211
18385,Retention (anti-churn),10197.40136057813,10197.40136057813,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.92,37485,78.4,97.9,85.1,0,2.3,1,10197
10037,Retention (anti-churn),10187.061330040506,10187.061330040506,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.5,0.19,20480,89.3,55.9,88.4,0,13.5,0,10187
16994,Retention (anti-churn),10186.700068608681,10186.700068608681,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.88,33497,79.2,86.8,72.2,0,1.7,1,10187
18274,Retention (anti-churn),10175.170218969237,10175.170218969237,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.87,39525,68.6,87.5,85.4,0,3.3,1,10175
10024,Retention (anti-churn),10098.035674157256,10098.035674157256,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.45,0.71,22619,94.5,81.3,96.5,0,2.0,0,10098
17720,Retention (anti-churn),10087.856679900258,10087.856679900258,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.41,0.52,24821,83.9,61.1,93.3,0,23.6,0,10088
15956,Retention (anti-churn),10084.45496749984,10084.45496749984,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.59,0.9,17118,77.9,90.6,69.0,1,3.4,0,10084
16701,Retention (anti-churn),10083.767904112328,10083.767904112328,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.84,27233,75.5,77.6,78.8,0,2.8,0,10084
18755,Retention (anti-churn),10013.445572939123,10013.445572939123,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.46,0.77,21664,85.2,81.6,86.9,0,1.5,0,10013
12112,Retention (anti-churn),10002.874058399637,10002.874058399637,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.6,0.65,16716,76.8,78.4,80.2,0,3.7,0,10003
19189,Retention (anti-churn),10002.154558865777,10002.154558865777,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.34,0.9,29247,83.1,100.0,58.8,1,2.0,1,10002
16175,Retention (anti-churn),9971.807321889277,9971.807321889277,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.72,0.82,13818,69.2,95.2,76.3,0,3.3,0,9972
13713,Retention (anti-churn),9956.351263241406,9956.351263241406,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.49,0.22,20428,63.7,51.3,78.9,0,18.9,0,9956
18761,Retention (anti-churn),9905.684281290703,9905.684281290703,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.42,0.48,23840,68.7,54.9,62.2,0,20.4,1,9906
11292,Retention (anti-churn),9905.126240793928,9905.126240793928,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.47,0.73,20996,72.2,100.0,81.2,0,2.4,1,9905
10402,Retention (anti-churn),9901.646296154098,9901.646296154098,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.29,0.82,33598,66.9,100.0,70.8,0,2.0,1,9902
11339,Retention (anti-churn),9898.935632702405,9898.935632702405,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.75,26437,74.8,96.4,85.2,0,0.9,1,9899
18502,Retention (anti-churn),9874.056345885669,9874.056345885669,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.38,0.41,26114,67.6,55.3,93.0,0,22.1,0,9874
18982,Retention (anti-churn),9815.48612345317,9815.48612345317,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.58,0.42,16856,70.7,55.5,73.0,0,18.6,0,9815
16618,Retention (anti-churn),9784.684459461241,9784.684459461241,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.39,0.73,24952,80.3,100.0,73.6,1,2.3,1,9785
15029,Retention (anti-churn),9747.138175669046,9747.138175669046,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.51,0.58,19165,81.8,62.8,81.9,0,16.3,0,9747
10148,Retention (anti-churn),9741.14425415833,9741.14425415833,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.8,39238,66.4,100.0,84.8,0,3.3,1,9741
15520,Retention (anti-churn),9687.092107025459,9687.092107025459,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.5,0.49,19398,90.4,72.4,82.2,0,3.5,0,9687
15879,Retention (anti-churn),9664.623169607625,9664.623169607625,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.57,0.23,16889,80.0,79.9,86.0,0,2.4,0,9665
14957,Retention (anti-churn),9632.139627980572,9632.139627980572,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.36,0.72,26476,72.7,97.3,78.4,0,1.4,1,9632
12819,Retention (anti-churn),9607.924003721262,9607.924003721262,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.62,0.36,15516,87.9,63.2,85.4,0,23.4,0,9608
15095,Retention (anti-churn),9593.244400436752,9593.244400436752,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.81,25707,77.0,95.8,82.4,0,3.2,1,9593
12986,Retention (anti-churn),9590.40203096963,9590.40203096963,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.82,0.62,11691,68.3,100.0,79.4,0,1.4,0,9590
19447,Retention (anti-churn),9486.669846357654,9486.669846357654,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.63,34067,73.0,100.0,91.1,0,1.6,1,9487
13001,Retention (anti-churn),9417.418559289315,9417.418559289315,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.48,0.58,19612,83.8,58.3,76.6,0,19.0,0,9417
9557,Retention (anti-churn),9405.599643859807,9405.599643859807,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.86,31605,84.3,86.4,77.3,0,3.6,1,9406
14576,Retention (anti-churn),9393.061033830902,9393.061033830902,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.84,46392,71.4,90.5,82.2,0,2.4,1,9393
14529,Retention (anti-churn),9363.45117194996,9363.45117194996,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.35,0.44,26769,91.0,48.7,83.9,0,19.5,0,9363
11446,Retention (anti-churn),9323.581807603156,9323.581807603156,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.42,0.74,22302,90.3,73.2,81.3,0,2.1,0,9324
13069,Retention (anti-churn),9313.589725304351,9313.589725304351,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.4,0.48,23401,66.6,91.4,79.7,0,1.6,1,9314
11635,Retention (anti-churn),9241.607794021715,9241.607794021715,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.34,0.6,27207,81.7,100.0,89.5,0,3.1,1,9242
16642,Retention (anti-churn),9208.57871510304,9208.57871510304,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.89,34665,74.3,94.4,80.0,0,3.4,1,9209
16459,Retention (anti-churn),9205.106544540376,9205.106544540376,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.75,0.18,12281,60.5,69.6,71.9,0,16.1,0,9205
11248,Retention (anti-churn),9193.061597036454,9193.061597036454,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.34,0.89,27198,73.5,95.2,80.8,0,3.3,1,9193
14639,Retention (anti-churn),9159.266531362371,9159.266531362371,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.55,0.59,16728,85.6,66.7,76.6,0,9.3,0,9159
17849,Retention (anti-churn),9128.767300481091,9128.767300481091,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.66,30920,70.6,91.4,75.1,1,0.9,1,9129
16135,Retention (anti-churn),9084.063743535717,9084.063743535717,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.52,0.45,17403,78.9,86.5,90.1,0,1.0,0,9084
12542,Retention (anti-churn),9051.261931697069,9051.261931697069,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.93,30103,70.3,100.0,63.4,1,2.9,1,9051
18292,Retention (anti-churn),9041.871565791878,9041.871565791878,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.86,36671,69.0,90.3,79.4,0,1.7,1,9042
14543,Retention (anti-churn),8986.696794199192,8986.696794199192,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.55,0.7,16215,68.9,94.6,91.3,0,1.2,0,8987
16822,Retention (anti-churn),8947.136092846693,8947.136092846693,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.77,0.03,11579,73.7,62.6,68.8,1,17.2,0,8947
11902,Retention (anti-churn),8867.218556827771,8867.218556827771,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.35,32545,56.6,51.6,90.6,0,12.9,0,8867
10784,Retention (anti-churn),8837.00687666774,8837.00687666774,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.86,37081,67.6,94.4,88.3,0,3.6,1,8837
12680,Retention (anti-churn),8809.1237645489,8809.1237645489,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.72,23757,85.2,94.7,83.5,0,2.1,1,8809
11205,Retention (anti-churn),8790.485855637618,8790.485855637618,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.88,24020,70.5,89.0,68.4,0,2.0,1,8790
9726,Retention (anti-churn),8763.026941310507,8763.026941310507,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.35,0.86,25054,83.4,100.0,79.4,0,1.4,1,8763
16033,Retention (anti-churn),8720.456385536367,8720.456385536367,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.66,30745,79.6,100.0,85.7,0,3.1,1,8720
14785,Retention (anti-churn),8645.961903964468,8645.961903964468,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.6,0.25,14384,68.9,51.3,84.3,0,21.2,0,8646
10716,Retention (anti-churn),8639.581380000962,8639.581380000962,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.54,0.55,16013,81.4,69.1,82.4,0,13.7,0,8640
19170,Retention (anti-churn),8637.248213156507,8637.248213156507,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.81,30362,66.8,92.2,83.9,0,3.5,1,8637
10768,Retention (anti-churn),8625.088826751944,8625.088826751944,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.69,0.41,12533,53.7,90.8,82.0,0,2.7,0,8625
16855,Retention (anti-churn),8623.371450367214,8623.371450367214,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.76,44595,73.5,89.1,79.7,0,3.1,1,8623
19179,Retention (anti-churn),8618.3002644119,8618.3002644119,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.69,0.71,12570,71.6,100.0,84.9,0,1.8,0,8618
10396,Retention (anti-churn),8602.351309517087,8602.351309517087,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.42,0.44,20522,87.0,55.4,76.9,0,13.2,0,8602
16244,Retention (anti-churn),8600.302401236951,8600.302401236951,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.29,0.81,30165,73.3,96.1,82.1,0,1.5,1,8600
13337,Retention (anti-churn),8583.015699224316,8583.015699224316,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.69,30387,82.4,85.6,68.1,1,3.0,1,8583
13417,Retention (anti-churn),8536.008766506295,8536.008766506295,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.6,0.49,14185,84.1,96.9,91.9,0,1.7,0,8536
13402,Retention (anti-churn),8510.67781228416,8510.67781228416,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.55,0.01,15391,77.7,41.4,82.9,0,8.7,0,8511
